filename,class,brand,category,style,color,material,fashion,sku
loewe_fw23_04,04_silk,loewe,tops,04_silk_material,yellow,silk,,shirt
loewe_fw23_04,07_shorts,loewe,bottoms,07_shorts_sku,,,,shorts
loewe_fw23_04,09_boot,loewe,shoes,09_boots_sku,brown,leather,,boots
loewe_fw23_04,09_brown,loewe,shoes,09_brown_color,brown,leather,,boots
loewe_fw23_04,09_leather,loewe,shoes,09_leather_material,brown,leather,,boots
givenchy_fw23_48,4a_jacket,givenchy,outerwear,4a_jacket,black,wool,oversized,
givenchy_fw23_48,4a_black,givenchy,outerwear,4a_black_color,black,wool,oversized,
givenchy_fw23_48,4a_wool,givenchy,outerwear,4a_wool_material,black,wool,oversized,
givenchy_fw23_48,4a_oversized,givenchy,outerwear,4a_oversized_style,black,wool,oversized,
givenchy_fw23_48,07_shorts,givenchy,bottoms,07_shorts_sku,black,cotton,cutout,shorts
givenchy_fw23_48,07_black,givenchy,bottoms,07_black_color,black,cotton,cutout,shorts
givenchy_fw23_48,07_cotton,givenchy,bottoms,07_cotton_material,black,cotton,cutout,shorts
givenchy_fw23_48,07_cutout,givenchy,bottoms,07_cutout_style,black,cotton,cutout,shorts
givenchy_fw23_48,09_sneaker,givenchy,shoes,09_sneaker_sku,black,leather,,sneaker
givenchy_fw23_48,09_black,givenchy,shoes,09_black_color,black,leather,,sneaker
givenchy_fw23_48,09_leather,givenchy,shoes,09_leather_material,black,leather,,sneaker
saint_laurent_fw23_23,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_23,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_23,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_23,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_23,04_coat,saint_laurent,tops,04_coat_sku,black,wool,,coat
saint_laurent_fw23_23,04_jacket,saint_laurent,tops,04_jacket_sku,black,wool,,jacket
saint_laurent_fw23_23,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_23,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_23,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_23,04_wool,saint_laurent,tops,04_wool_material,black,wool,,coat
saint_laurent_fw23_23,04_black,saint_laurent,tops,04_black_color,black,wool,,coat
saint_laurent_fw23_23,04_black,saint_laurent,tops,04_black_color,black,wool,,coat
dior_fw23_16,04_sweater,dior,tops,04_sweater_sku,blue,cashmere,dotted,sweater
dior_fw23_16,04_dotted,dior,tops,04_dotted_style,blue,cashmere,dotted,sweater
dior_fw23_16,04_blue,dior,tops,04_blue_color,blue,cashmere,dotted,sweater
dior_fw23_16,04_cashmere,dior,tops,04_cashmere_material,blue,cashmere,dotted,sweater
dior_fw23_16,04_shirt,dior,tops,04_shirt_sku,blue,cashmere,dotted,shirt
dior_fw23_16,04_white,dior,tops,04_white_color,white,cashmere,dotted,sweater
dior_fw23_16,04_striped,dior,tops,04_striped_style,blue,cashmere,striped,sweater
dior_fw23_16,04_cotton,dior,tops,04_cotton_material,blue,cotton,dotted,sweater
dior_fw23_16,07_cotton,dior,bottoms,07_cotton_material,blue,cotton,,skirt
dior_fw23_16,07_skirt,dior,bottoms,07_skirt_sku,blue,cotton,,skirt
dior_fw23_16,07_blue,dior,bottoms,07_blue_color,blue,cotton,,skirt
dior_fw23_16,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_16,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_16,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
dior_fw23_16,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_27,4a_coat,dior,outerwear,4a_coated_style,yellow,leather,coated,
dior_fw23_27,4a_yellow,dior,outerwear,4a_yellow_color,yellow,leather,coated,
dior_fw23_27,4a_leather,dior,outerwear,4a_leather_material,yellow,leather,coated,
dior_fw23_27,4a_cutout,dior,outerwear,4a_cutout_style,yellow,leather,cutout,
dior_fw23_27,04_shirt,dior,tops,04_shirt_sku,white,cotton,,shirt
dior_fw23_27,04_white,dior,tops,04_white_color,white,cotton,,shirt
dior_fw23_27,04_cotton,dior,tops,04_cotton_material,white,cotton,,shirt
dior_fw23_27,07_pants,dior,bottoms,07_pants_sku,black,wool,,pants
dior_fw23_27,07_black,dior,bottoms,07_black_color,black,wool,,pants
dior_fw23_27,07_wool,dior,bottoms,07_wool_material,black,wool,,pants
dior_fw23_27,09_boot,dior,shoes,09_boots_sku,black,rubber,,boots
dior_fw23_27,09_black,dior,shoes,09_black_color,black,rubber,,boots
dior_fw23_27,09_rubber,dior,shoes,09_rubber_material,black,rubber,,boots
loewe_fw23_34,4a_coat,loewe,outerwear,4a_coated_style,beige,velours,coated,
loewe_fw23_34,4a_beige,loewe,outerwear,4a_beige_color,beige,velours,coated,
loewe_fw23_34,4a_velours,loewe,outerwear,4a_velours_material,beige,velours,coated,
loewe_fw23_34,07_leggings,loewe,bottoms,07_leggings_sku,grey,cotton,,leggings
loewe_fw23_34,07_grey,loewe,bottoms,07_grey_color,grey,cotton,,leggings
loewe_fw23_34,07_cotton,loewe,bottoms,07_cotton_material,grey,cotton,,leggings
loewe_fw23_34,07_jersey,loewe,bottoms,07_jersey_material,grey,jersey,,leggings
loewe_fw23_34,05_totebag,loewe,bags,05_totebag_sku,brown,leather,,totebag
loewe_fw23_34,05_brown,loewe,bags,05_brown_color,brown,leather,,totebag
loewe_fw23_34,05_leather,loewe,bags,05_leather_material,brown,leather,,totebag
loewe_fw23_34,09_boot,loewe,shoes,09_boots_sku,brown,leather,,boots
loewe_fw23_34,09_brown,loewe,shoes,09_brown_color,brown,leather,,boots
loewe_fw23_34,09_leather,loewe,shoes,09_leather_material,brown,leather,,boots
saint_laurent_fw23_11,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_11,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_11,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_11,07_pants,saint_laurent,bottoms,07_pants_sku,black,cotton,,pants
saint_laurent_fw23_11,04_shirt,saint_laurent,tops,04_shirt_sku,black,wool,,shirt
saint_laurent_fw23_11,04_coat,saint_laurent,tops,04_coat_sku,black,wool,,coat
saint_laurent_fw23_11,07_black,saint_laurent,bottoms,07_black_color,black,cotton,,pants
saint_laurent_fw23_11,07_cotton,saint_laurent,bottoms,07_cotton_material,black,cotton,,pants
saint_laurent_fw23_11,04_wool,saint_laurent,tops,04_wool_material,black,wool,,shirt
saint_laurent_fw23_11,04_silk,saint_laurent,tops,04_silk_material,black,silk,,shirt
saint_laurent_fw23_11,04_black,saint_laurent,tops,04_black_color,black,wool,,shirt
saint_laurent_fw23_11,04_black,saint_laurent,tops,04_black_color,black,wool,,shirt
saint_laurent_fw23_22,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_22,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_22,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_22,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,striped,pants
saint_laurent_fw23_22,04_coat,saint_laurent,tops,04_coat_sku,black,wool,striped,coat
saint_laurent_fw23_22,04_knitwear,saint_laurent,tops,04_knitwear_sku,black,wool,striped,knitwear
saint_laurent_fw23_22,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_22,07_black,saint_laurent,bottoms,07_black_color,black,wool,striped,pants
saint_laurent_fw23_22,07_grey,saint_laurent,bottoms,07_grey_color,grey,wool,striped,pants
saint_laurent_fw23_22,07_striped,saint_laurent,bottoms,07_striped_style,black,wool,striped,pants
saint_laurent_fw23_22,04_striped,saint_laurent,tops,04_striped_style,black,wool,striped,coat
saint_laurent_fw23_22,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,striped,pants
saint_laurent_fw23_22,04_black,saint_laurent,tops,04_black_color,black,wool,striped,coat
saint_laurent_fw23_22,07_grey,saint_laurent,bottoms,07_grey_color,grey,wool,striped,pants
saint_laurent_fw23_22,04_wool,saint_laurent,tops,04_wool_material,black,wool,striped,coat
saint_laurent_fw23_22,04_silk,saint_laurent,tops,04_silk_material,black,silk,striped,coat
saint_laurent_fw23_22,04_black,saint_laurent,tops,04_black_color,black,wool,striped,coat
givenchy_fw23_44,04_hoodie,givenchy,tops,04_hoodie_sku,grey,cotton,distressed,hoodie
givenchy_fw23_44,04_grey,givenchy,tops,04_grey_color,grey,cotton,distressed,hoodie
givenchy_fw23_44,04_cotton,givenchy,tops,04_cotton_material,grey,cotton,distressed,hoodie
givenchy_fw23_44,04_wool,givenchy,tops,04_wool_material,grey,wool,distressed,hoodie
givenchy_fw23_44,04_beige,givenchy,tops,04_beige_color,beige,cotton,distressed,hoodie
givenchy_fw23_44,04_distressed,givenchy,tops,04_distressed_style,grey,cotton,distressed,hoodie
givenchy_fw23_44,07_pants,givenchy,bottoms,07_pants_sku,grey,cotton,cutout,pants
givenchy_fw23_44,07_grey,givenchy,bottoms,07_grey_color,grey,cotton,cutout,pants
givenchy_fw23_44,07_cotton,givenchy,bottoms,07_cotton_material,grey,cotton,cutout,pants
givenchy_fw23_44,07_cutout,givenchy,bottoms,07_cutout_style,grey,cotton,cutout,pants
givenchy_fw23_44,09_boot,givenchy,shoes,09_boots_sku,black,leather,,boots
givenchy_fw23_44,09_black,givenchy,shoes,09_black_color,black,leather,,boots
givenchy_fw23_44,09_leather,givenchy,shoes,09_leather_material,black,leather,,boots
loewe_fw23_33,4a_jacket,loewe,outerwear,4a_jacket,black,wool,,
loewe_fw23_33,4a_black,loewe,outerwear,4a_black_color,black,wool,,
loewe_fw23_33,4a_wool,loewe,outerwear,4a_wool_material,black,wool,,
loewe_fw23_33,07_pants,loewe,bottoms,07_pants_sku,black,wool,,pants
loewe_fw23_33,07_black,loewe,bottoms,07_black_color,black,wool,,pants
loewe_fw23_33,07_wool,loewe,bottoms,07_wool_material,black,wool,,pants
loewe_fw23_33,09_derby,loewe,shoes,09_derby_sku,bordeaux,leather,,derby
loewe_fw23_33,09_bordeaux,loewe,shoes,09_bordeaux_color,bordeaux,leather,,derby
loewe_fw23_33,09_leather,loewe,shoes,09_leather_material,bordeaux,leather,,derby
loewe_fw23_07,4a_coat,loewe,outerwear,4a_coated_style,copper,metallic,coated,
loewe_fw23_07,4a_copper,loewe,outerwear,4a_copper_color,copper,metallic,coated,
loewe_fw23_07,4a_metallic,loewe,outerwear,4a_metallic_material,copper,metallic,coated,
loewe_fw23_07,04_shirt,loewe,tops,04_shirt_sku,yellow,silk,,shirt
loewe_fw23_07,04_yellow,loewe,tops,04_yellow_color,yellow,silk,,shirt
loewe_fw23_07,04_silk,loewe,tops,04_silk_material,yellow,silk,,shirt
loewe_fw23_07,07_shorts,loewe,bottoms,07_shorts_sku,white,silk,,shorts
loewe_fw23_07,07_white,loewe,bottoms,07_white_color,white,silk,,shorts
loewe_fw23_07,07_silk,loewe,bottoms,07_silk_material,white,silk,,shorts
loewe_fw23_07,09_boot,loewe,shoes,09_boots_sku,camel,velours,,boots
loewe_fw23_07,09_camel,loewe,shoes,09_camel_color,camel,velours,,boots
loewe_fw23_07,09_velours,loewe,shoes,09_velours_material,camel,velours,,boots
dior_fw23_21,4a_jacket,dior,outerwear,4a_jacket,beige,leather,,
dior_fw23_21,4a_leather,dior,outerwear,4a_leather_material,beige,leather,,
dior_fw23_21,4a_shearling,dior,outerwear,4a_shearling_material,beige,shearling,,
dior_fw23_21,4a_beige,dior,outerwear,4a_beige_color,beige,leather,,
dior_fw23_21,07_skirt,dior,bottoms,07_skirt_sku,beige,wool,,skirt
dior_fw23_21,07_beige,dior,bottoms,07_beige_color,beige,wool,,skirt
dior_fw23_21,07_wool,dior,bottoms,07_wool_material,beige,wool,,skirt
dior_fw23_21,09_boot,dior,shoes,09_boots_sku,brown,leather,hightop,boots
dior_fw23_21,09_brown,dior,shoes,09_brown_color,brown,leather,hightop,boots
dior_fw23_21,09_leather,dior,shoes,09_leather_material,brown,leather,hightop,boots
dior_fw23_21,09_hightop,dior,shoes,09_hightop_style,brown,leather,hightop,boots
saint_laurent_fw23_09,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_09,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_09,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_09,07_pants,saint_laurent,bottoms,07_pants_sku,black,,,pants
saint_laurent_fw23_09,04_shirt,saint_laurent,tops,04_shirt_sku,black,leather,,shirt
saint_laurent_fw23_09,04_coat,saint_laurent,tops,04_coat_sku,black,leather,,coat
saint_laurent_fw23_09,07_black,saint_laurent,bottoms,07_black_color,black,,,pants
saint_laurent_fw23_09,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_09,04_leather,saint_laurent,tops,04_leather_material,black,leather,,shirt
saint_laurent_fw23_09,04_black,saint_laurent,tops,04_black_color,black,leather,,shirt
saint_laurent_fw23_09,04_wool,saint_laurent,tops,04_wool_material,black,wool,,shirt
saint_laurent_fw23_09,04_black,saint_laurent,tops,04_black_color,black,leather,,shirt
givenchy_fw23_10,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,black,,,windbreaker
givenchy_fw23_10,4a_black,givenchy,outerwear,4a_black_color,black,,,windbreaker
givenchy_fw23_10,4a_nylon-,givenchy,outerwear,04_vest_sku,black,,,vest
givenchy_fw23_10,07_pants,givenchy,bottoms,07_pants_sku,black,denim,cargo,pants
givenchy_fw23_10,07_black,givenchy,bottoms,07_black_color,black,denim,cargo,pants
givenchy_fw23_10,07_denim,givenchy,bottoms,07_denim_material,black,denim,cargo,pants
givenchy_fw23_10,07_cargo,givenchy,bottoms,07_cargo_style,black,denim,cargo,pants
givenchy_fw23_10,07_zippers,givenchy,bottoms,07_zippers_style,black,denim,zippers,pants
givenchy_fw23_10,09_sneaker,givenchy,shoes,09_sneaker_sku,black,mix,,sneaker
givenchy_fw23_10,09_black,givenchy,shoes,09_black_color,black,mix,,sneaker
givenchy_fw23_10,09_mix,givenchy,shoes,09_mix_material,black,mix,,sneaker
givenchy_fw23_20,4a_coat,givenchy,outerwear,4a_coated_style,white,nylon,coated,
givenchy_fw23_20,4a_white,givenchy,outerwear,4a_white_color,white,nylon,coated,
givenchy_fw23_20,4a_nylon,givenchy,outerwear,4a_nylon_material,white,nylon,coated,
givenchy_fw23_20,4a_utility,givenchy,outerwear,4a_utility_style,white,nylon,utility,
givenchy_fw23_20,07_pants,givenchy,bottoms,07_pants_sku,black,nylon,parachute,pants
givenchy_fw23_20,07_black,givenchy,bottoms,07_black_color,black,nylon,parachute,pants
givenchy_fw23_20,07_nylon,givenchy,bottoms,07_nylon_material,black,nylon,parachute,pants
givenchy_fw23_20,07_parachute,givenchy,bottoms,07_parachute_style,black,nylon,parachute,pants
givenchy_fw23_20,09_sneaker,givenchy,shoes,09_sneaker_sku,black,leather,,sneaker
givenchy_fw23_20,09_black,givenchy,shoes,09_black_color,black,leather,,sneaker
givenchy_fw23_20,09_leather,givenchy,shoes,09_leather_material,black,leather,,sneaker
dior_fw23_50,4a_jacket,dior,outerwear,4a_jacket,brown,leather,,
dior_fw23_50,4a_leather,dior,outerwear,4a_leather_material,brown,leather,,
dior_fw23_50,4a_brown,dior,outerwear,4a_brown_color,brown,leather,,
dior_fw23_50,4a_shearling,dior,outerwear,4a_shearling_material,brown,shearling,,
dior_fw23_50,07_skirt,dior,bottoms,07_skirt_sku,brown,cotton,,skirt
dior_fw23_50,07_brown,dior,bottoms,07_brown_color,brown,cotton,,skirt
dior_fw23_50,07_cotton,dior,bottoms,07_cotton_material,brown,cotton,,skirt
dior_fw23_50,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_50,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_50,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_50,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
saint_laurent_fw23_07,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_07,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_07,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_07,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_07,04_coat,saint_laurent,tops,04_coat_sku,black,leather,,coat
saint_laurent_fw23_07,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_07,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_07,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_07,04_leather,saint_laurent,tops,04_leather_material,black,leather,,coat
saint_laurent_fw23_07,04_black,saint_laurent,tops,04_black_color,black,leather,,coat
givenchy_fw23_21,4a_windbreaker,givenchy,outerwear,4a_windbreaker_sku,neon,nylon,,windbreaker
givenchy_fw23_21,4a_neon,givenchy,outerwear,4a_neon_color,neon,nylon,,windbreaker
givenchy_fw23_21,4a_nylon,givenchy,outerwear,4a_nylon_material,neon,nylon,,windbreaker
givenchy_fw23_21,07_pants,givenchy,bottoms,07_pants_sku,black,cotton,cargo,pants
givenchy_fw23_21,07_black,givenchy,bottoms,07_black_color,black,cotton,cargo,pants
givenchy_fw23_21,07_cotton,givenchy,bottoms,07_cotton_material,black,cotton,cargo,pants
givenchy_fw23_21,07_cargo,givenchy,bottoms,07_cargo_style,black,cotton,cargo,pants
givenchy_fw23_21,09_boot,givenchy,shoes,09_boots_sku,black,leather,,boots
givenchy_fw23_21,09_black,givenchy,shoes,09_black_color,black,leather,,boots
givenchy_fw23_21,09_leather,givenchy,shoes,09_leather_material,black,leather,,boots
loewe_fw23_30,09_velours,loewe,shoes,09_velours_material,black,velours,,derby
loewe_fw23_30,04_oversized,loewe,tops,04_oversized_style,yellow,cotton,oversized,
loewe_fw23_30,04_yellow,loewe,tops,04_yellow_color,yellow,cotton,oversized,
loewe_fw23_30,04_cotton,loewe,tops,04_cotton_material,yellow,cotton,oversized,
loewe_fw23_30,07_leggings,loewe,bottoms,07_leggings_sku,grey,cotton,,leggings
loewe_fw23_30,07_grey,loewe,bottoms,07_grey_color,grey,cotton,,leggings
loewe_fw23_30,07_cotton,loewe,bottoms,07_cotton_material,grey,cotton,,leggings
loewe_fw23_30,07_jersey,loewe,bottoms,07_jersey_material,grey,jersey,,leggings
loewe_fw23_30,09_derby,loewe,shoes,09_derby_sku,black,velours,,derby
loewe_fw23_30,09_leather,loewe,shoes,09_leather_material,black,leather,,derby
loewe_fw23_30,09_black,loewe,shoes,09_black_color,black,velours,,derby
dior_fw23_33,04_sweater,dior,tops,04_sweater_sku,yellow,wool,,sweater
dior_fw23_33,04_yellow,dior,tops,04_yellow_color,yellow,wool,,sweater
dior_fw23_33,04_wool,dior,tops,04_wool_material,yellow,wool,,sweater
dior_fw23_33,04_shirt,dior,tops,04_shirt_sku,yellow,wool,,shirt
dior_fw23_33,04_white,dior,tops,04_white_color,white,wool,,sweater
dior_fw23_33,04_cotton,dior,tops,04_cotton_material,yellow,cotton,,sweater
dior_fw23_33,07_shorts,dior,bottoms,07_shorts_sku,black,cotton,cargo,shorts
dior_fw23_33,07_black,dior,bottoms,07_black_color,black,cotton,cargo,shorts
dior_fw23_33,07_cargo,dior,bottoms,07_cargo_style,black,cotton,cargo,shorts
dior_fw23_33,07_cotton,dior,bottoms,07_cotton_material,black,cotton,cargo,shorts
dior_fw23_33,09_boot,dior,shoes,09_boots_sku,black,leather,hightop,boots
dior_fw23_33,09_black,dior,shoes,09_black_color,black,leather,hightop,boots
dior_fw23_33,09_leather,dior,shoes,09_leather_material,black,leather,hightop,boots
dior_fw23_33,09_hightop,dior,shoes,09_hightop_style,black,leather,hightop,boots
dior_fw23_33,09_logo,dior,shoes,09_logo_style,black,leather,logo,boots
dior_fw23_28,4a_quilted,dior,outerwear,4a_quilted_style,beige,wool,quilted,
dior_fw23_28,4a_beige,dior,outerwear,4a_beige_color,beige,wool,quilted,
dior_fw23_28,4a_wool,dior,outerwear,4a_wool_material,beige,wool,quilted,
dior_fw23_28,4a_coat,dior,outerwear,4a_coated_style,beige,wool,coated,
dior_fw23_28,04_shirt,dior,tops,04_shirt_sku,white,cotton,striped,shirt
dior_fw23_28,04_cotton,dior,tops,04_cotton_material,white,cotton,striped,shirt
dior_fw23_28,04_white,dior,tops,04_white_color,white,cotton,striped,shirt
dior_fw23_28,04_striped,dior,tops,04_striped_style,white,cotton,striped,shirt
dior_fw23_28,07_cotton,dior,bottoms,07_cotton_material,grey,cotton,loosefit,shorts
dior_fw23_28,07_grey,dior,bottoms,07_grey_color,grey,cotton,loosefit,shorts
dior_fw23_28,07_loosefit,dior,bottoms,07_loosefit_style,grey,cotton,loosefit,shorts
dior_fw23_28,07_shorts,dior,bottoms,07_shorts_sku,grey,cotton,loosefit,shorts
dior_fw23_28,09_boot,dior,shoes,09_boots_sku,black,rubber,logo,boots
dior_fw23_28,09_black,dior,shoes,09_black_color,black,rubber,logo,boots
dior_fw23_28,09_yellow,dior,shoes,09_yellow_color,yellow,rubber,logo,boots
dior_fw23_28,09_logo,dior,shoes,09_logo_style,black,rubber,logo,boots
dior_fw23_28,09_rubber,dior,shoes,09_rubber_material,black,rubber,logo,boots
givenchy_fw23_06,04_t-shirt,givenchy,tops,04_t-shirt_sku,white,cotton,sleeveless,t-shirt
givenchy_fw23_06,04_sleeveless,givenchy,tops,04_sleeveless_style,white,cotton,sleeveless,t-shirt
givenchy_fw23_06,04_white,givenchy,tops,04_white_color,white,cotton,sleeveless,t-shirt
givenchy_fw23_06,04_cotton,givenchy,tops,04_cotton_material,white,cotton,sleeveless,t-shirt
givenchy_fw23_06,07_pants,givenchy,bottoms,07_pants_sku,black,cotton,utility,pants
givenchy_fw23_06,07_black,givenchy,bottoms,07_black_color,black,cotton,utility,pants
givenchy_fw23_06,07_cotton,givenchy,bottoms,07_cotton_material,black,cotton,utility,pants
givenchy_fw23_06,07_utility,givenchy,bottoms,07_utility_style,black,cotton,utility,pants
givenchy_fw23_06,09_boot,givenchy,shoes,09_boots_sku,black,rubber,,boots
givenchy_fw23_06,09_black,givenchy,shoes,09_black_color,black,rubber,,boots
givenchy_fw23_06,09_rubber,givenchy,shoes,09_rubber_material,black,rubber,,boots
givenchy_fw23_28,04_hoodie,givenchy,tops,04_hoodie_sku,pink,cotton,oversized,hoodie
givenchy_fw23_28,04_pink,givenchy,tops,04_pink_color,pink,cotton,oversized,hoodie
givenchy_fw23_28,04_cotton,givenchy,tops,04_cotton_material,pink,cotton,oversized,hoodie
givenchy_fw23_28,04_oversized,givenchy,tops,04_oversized_style,pink,cotton,oversized,hoodie
givenchy_fw23_28,07_pants,givenchy,bottoms,07_pants_sku,pink,cotton,,pants
givenchy_fw23_28,07_pink,givenchy,bottoms,07_pink_color,pink,cotton,,pants
givenchy_fw23_28,07_cotton,givenchy,bottoms,07_cotton_material,pink,cotton,,pants
givenchy_fw23_28,07_jersey,givenchy,bottoms,07_jersey_material,pink,jersey,,pants
givenchy_fw23_28,09_boot,givenchy,shoes,09_boots_sku,black,leather,,boots
givenchy_fw23_28,09_black,givenchy,shoes,09_black_color,black,leather,,boots
givenchy_fw23_28,09_leather,givenchy,shoes,09_leather_material,black,leather,,boots
loewe_fw23_13,04_shirt,loewe,tops,04_shirt_sku,white,cashmere,,shirt
loewe_fw23_13,04_white,loewe,tops,04_white_color,white,cashmere,,shirt
loewe_fw23_13,04_cashmere,loewe,tops,04_cashmere_material,white,cashmere,,shirt
loewe_fw23_13,07_pants,loewe,bottoms,07_pants_sku,black,wool,,pants
loewe_fw23_13,07_black,loewe,bottoms,07_black_color,black,wool,,pants
loewe_fw23_13,07_wool,loewe,bottoms,07_wool_material,black,wool,,pants
loewe_fw23_13,05_totebag,loewe,bags,05_totebag_sku,beige,leather,,totebag
loewe_fw23_13,05_beige,loewe,bags,05_beige_color,beige,leather,,totebag
loewe_fw23_13,05_leather,loewe,bags,05_leather_material,beige,leather,,totebag
loewe_fw23_13,09_boot,loewe,shoes,09_boots_sku,black,leather,,boots
loewe_fw23_13,09_black,loewe,shoes,09_black_color,black,leather,,boots
loewe_fw23_13,09_leather,loewe,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_34,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_34,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_34,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_34,07_pants,saint_laurent,bottoms,07_pants_sku,black,wool,,pants
saint_laurent_fw23_34,04_coat,saint_laurent,tops,04_coat_sku,black,cashmere,,coat
saint_laurent_fw23_34,04_knitwear,saint_laurent,tops,04_knitwear_sku,black,cashmere,,knitwear
saint_laurent_fw23_34,02_sunglasses,saint_laurent,eyewear,02_sunglasses_sku,,,,sunglasses
saint_laurent_fw23_34,07_black,saint_laurent,bottoms,07_black_color,black,wool,,pants
saint_laurent_fw23_34,07_wool,saint_laurent,bottoms,07_wool_material,black,wool,,pants
saint_laurent_fw23_34,04_cashmere,saint_laurent,tops,04_cashmere_material,black,cashmere,,coat
saint_laurent_fw23_34,04_black,saint_laurent,tops,04_black_color,black,cashmere,,coat
saint_laurent_fw23_34,04_black,saint_laurent,tops,04_black_color,black,cashmere,,coat
saint_laurent_fw23_34,04_shearling,saint_laurent,tops,04_shearling_material,black,shearling,,coat
saint_laurent_fw23_47,09_boot,saint_laurent,shoes,09_boots_sku,black,leather,,boots
saint_laurent_fw23_47,09_leather,saint_laurent,shoes,09_leather_material,black,leather,,boots
saint_laurent_fw23_47,09_black,saint_laurent,shoes,09_black_color,black,leather,,boots
saint_laurent_fw23_47,07_pants,saint_laurent,bottoms,07_pants_sku,black,silk,,pants
saint_laurent_fw23_47,04_shirt,saint_laurent,tops,04_shirt_sku,black,silk,,shirt
saint_laurent_fw23_47,07_black,saint_laurent,bottoms,07_black_color,black,silk,,pants
saint_laurent_fw23_47,07_silk,saint_laurent,bottoms,07_silk_material,black,silk,,pants
saint_laurent_fw23_47,04_black,saint_laurent,tops,04_black_color,black,silk,,shirt
saint_laurent_fw23_47,04_silk,saint_laurent,tops,04_silk_material,black,silk,,shirt
givenchy_fw23_36,4a_coat,givenchy,outerwear,4a_coated_style,beige,cotton,coated,
givenchy_fw23_36,4a_beige,givenchy,outerwear,4a_beige_color,beige,cotton,coated,
givenchy_fw23_36,4a_hooded,givenchy,outerwear,4a_hooded_style,beige,cotton,hooded,
givenchy_fw23_36,4a_distressed,givenchy,outerwear,4a_distressed_style,beige,cotton,distressed,
givenchy_fw23_36,4a_military,givenchy,outerwear,4a_military_style,beige,cotton,military,
givenchy_fw23_36,4a_coat,givenchy,outerwear,4a_coated_style,beige,cotton,coated,
givenchy_fw23_36,4a_black,givenchy,outerwear,4a_black_color,black,cotton,coated,
givenchy_fw23_36,4a_black,givenchy,outerwear,4a_black_color,black,cotton,coated,
givenchy_fw23_36,4a_beige,givenchy,outerwear,4a_beige_color,beige,cotton,coated,
givenchy_fw23_36,4a_cotton,givenchy,outerwear,4a_cotton_material,beige,cotton,coated,
